days,Susceptible,Infected,Recovered,Vaccinated
131,13636,1221,5143,20000
132,13486,1192,5322,20000
133,13310,1204,5486,20000
134,13158,1169,5673,20000
135,13012,1124,5864,20000
136,12878,1074,6048,20000
137,12757,1034,6209,20000
138,12633,1003,6364,20000
139,12516,970,6514,20000
140,12403,907,6690,20000
141,12289,869,6842,20000
142,12181,831,6988,20000
143,12094,784,7122,20000
144,12003,754,7243,20000
145,11924,709,7367,20000
146,11831,685,7484,20000
147,11760,643,7597,20000
148,11692,597,7711,20000
149,11610,571,7819,20000
150,11550,544,7906,20000
151,11472,531,7997,20000
152,11409,515,8076,20000
153,11352,479,8169,20000
154,11292,468,8240,20000
155,11235,457,8308,20000
156,11193,417,8390,20000
157,11143,407,8450,20000
158,11083,389,8528,20000
159,11041,368,8591,20000
160,11010,342,8648,20000
161,10982,310,8708,20000
162,10946,289,8765,20000
163,10926,267,8807,20000
164,10887,256,8857,20000
165,10862,221,8917,20000
166,10836,205,8959,20000
167,10819,191,8990,20000
168,10794,188,9018,20000
169,10763,183,9054,20000
170,10734,192,9074,20000
171,10716,171,9113,20000
172,10694,168,9138,20000
173,10669,167,9164,20000
174,10648,171,9181,20000
175,10631,163,9206,20000
176,10611,152,9237,20000
177,10594,140,9266,20000
178,10580,136,9284,20000
179,10561,133,9306,20000
180,10543,126,9331,20000
181,10530,118,9352,20000
182,10516,115,9369,20000
183,10505,106,9389,20000
184,10498,96,9406,20000
185,10491,89,9420,20000
186,10483,78,9439,20000
187,10475,68,9457,20000
188,10471,59,9470,20000
189,10466,50,9484,20000
190,10459,46,9495,20000
191,10457,41,9502,20000
192,10450,41,9509,20000
193,10445,38,9517,20000
194,10443,32,9525,20000
195,10441,30,9529,20000
196,10437,29,9534,20000
197,10435,24,9541,20000
198,10433,24,9543,20000
199,10431,19,9550,20000
200,10430,15,9555,20000
201,10427,16,9557,20000
202,10427,14,9559,20000
203,10426,11,9563,20000
204,10426,9,9565,20000
205,10424,9,9567,20000
206,10423,8,9569,20000
207,10422,8,9570,20000
208,10422,5,9573,20000
209,10422,5,9573,20000
210,10422,4,9574,20000
211,10422,4,9574,20000
212,10422,2,9576,20000
213,10422,1,9577,20000
214,10421,1,9578,20000
215,10421,1,9578,20000
216,10421,1,9578,20000
217,10421,1,9578,20000
218,10421,1,9578,20000
219,10421,1,9578,20000
220,10421,1,9578,20000
221,10421,0,9579,20000
222,10421,0,9579,20000
223,10421,0,9579,20000
224,10421,0,9579,20000
225,10421,0,9579,20000
226,10421,0,9579,20000
227,10421,0,9579,20000
228,10421,0,9579,20000
229,10421,0,9579,20000
230,10421,0,9579,20000
231,10421,0,9579,20000
232,10421,0,9579,20000
233,10421,0,9579,20000
234,10421,0,9579,20000
235,10421,0,9579,20000
236,10421,0,9579,20000
237,10421,0,9579,20000
238,10421,0,9579,20000
239,10421,0,9579,20000
240,10421,0,9579,20000
241,10421,0,9579,20000
242,10421,0,9579,20000
243,10421,0,9579,20000
244,10421,0,9579,20000
245,10421,0,9579,20000
246,10421,0,9579,20000
247,10421,0,9579,20000
248,10421,0,9579,20000
249,10421,0,9579,20000
250,10421,0,9579,20000
251,10421,0,9579,20000
252,10421,0,9579,20000
253,10421,0,9579,20000
254,10421,0,9579,20000
255,10421,0,9579,20000
256,10421,0,9579,20000
257,10421,0,9579,20000
258,10421,0,9579,20000
259,10421,0,9579,20000
260,10421,0,9579,20000
261,10421,0,9579,20000
262,10421,0,9579,20000
263,10421,0,9579,20000
264,10421,0,9579,20000
265,10421,0,9579,20000
266,10421,0,9579,20000
267,10421,0,9579,20000
268,10421,0,9579,20000
269,10421,0,9579,20000
270,10421,0,9579,20000
271,10421,0,9579,20000
272,10421,0,9579,20000
273,10421,0,9579,20000
274,10421,0,9579,20000
275,10421,0,9579,20000
276,10421,0,9579,20000
277,10421,0,9579,20000
278,10421,0,9579,20000
279,10421,0,9579,20000
280,10421,0,9579,20000
281,10421,0,9579,20000
282,10421,0,9579,20000
283,10421,0,9579,20000
284,10421,0,9579,20000
285,10421,0,9579,20000
286,10421,0,9579,20000
287,10421,0,9579,20000
288,10421,0,9579,20000
289,10421,0,9579,20000
290,10421,0,9579,20000
291,10421,0,9579,20000
292,10421,0,9579,20000
293,10421,0,9579,20000
294,10421,0,9579,20000
295,10421,0,9579,20000
296,10421,0,9579,20000
297,10421,0,9579,20000
298,10421,0,9579,20000
299,10421,0,9579,20000
300,10421,0,9579,20000
301,10421,0,9579,20000
302,10421,0,9579,20000
303,10421,0,9579,20000
304,10421,0,9579,20000
305,10421,0,9579,20000
306,10421,0,9579,20000
307,10421,0,9579,20000
308,10421,0,9579,20000
309,10421,0,9579,20000
310,10421,0,9579,20000
311,10421,0,9579,20000
312,10421,0,9579,20000
313,10421,0,9579,20000
314,10421,0,9579,20000
315,10421,0,9579,20000
316,10421,0,9579,20000
317,10421,0,9579,20000
318,10421,0,9579,20000
319,10421,0,9579,20000
320,10421,0,9579,20000
321,10421,0,9579,20000
322,10421,0,9579,20000
323,10421,0,9579,20000
324,10421,0,9579,20000
325,10421,0,9579,20000
326,10421,0,9579,20000
327,10421,0,9579,20000
328,10421,0,9579,20000
329,10421,0,9579,20000
330,10421,0,9579,20000
331,10421,0,9579,20000
332,10421,0,9579,20000
333,10421,0,9579,20000
334,10421,0,9579,20000
335,10421,0,9579,20000
336,10421,0,9579,20000
337,10421,0,9579,20000
338,10421,0,9579,20000
339,10421,0,9579,20000
340,10421,0,9579,20000
341,10421,0,9579,20000
342,10421,0,9579,20000
343,10421,0,9579,20000
344,10421,0,9579,20000
345,10421,0,9579,20000
346,10421,0,9579,20000
347,10421,0,9579,20000
348,10421,0,9579,20000
349,10421,0,9579,20000
350,10421,0,9579,20000
351,10421,0,9579,20000
352,10421,0,9579,20000
353,10421,0,9579,20000
354,10421,0,9579,20000
355,10421,0,9579,20000
356,10421,0,9579,20000
357,10421,0,9579,20000
358,10421,0,9579,20000
359,10421,0,9579,20000
360,10421,0,9579,20000
361,10421,0,9579,20000
362,10421,0,9579,20000
363,10421,0,9579,20000
364,10421,0,9579,20000
365,10421,0,9579,20000
366,10421,0,9579,20000
367,10421,0,9579,20000
368,10421,0,9579,20000
369,10421,0,9579,20000
370,10421,0,9579,20000
371,10421,0,9579,20000
372,10421,0,9579,20000
373,10421,0,9579,20000
374,10421,0,9579,20000
375,10421,0,9579,20000
376,10421,0,9579,20000
377,10421,0,9579,20000
378,10421,0,9579,20000
379,10421,0,9579,20000
380,10421,0,9579,20000
381,10421,0,9579,20000
382,10421,0,9579,20000
383,10421,0,9579,20000
384,10421,0,9579,20000
385,10421,0,9579,20000
386,10421,0,9579,20000
387,10421,0,9579,20000
388,10421,0,9579,20000
389,10421,0,9579,20000
390,10421,0,9579,20000
391,10421,0,9579,20000
392,10421,0,9579,20000
393,10421,0,9579,20000
394,10421,0,9579,20000
395,10421,0,9579,20000
396,10421,0,9579,20000
397,10421,0,9579,20000
398,10421,0,9579,20000
399,10421,0,9579,20000
400,10421,0,9579,20000
